TotalFile:87245	PakTime:2011-12-8 10:57:19	PakTimeSave:4ee0278f	CRC:66097dc7
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
212	aece7e	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_099\079_region_s.dat	2173	202	4	9836d7a2
213	b005ab	2006-12-9 20:3:38	\maps\西北南区\凤翔\v_100\114_region_s.dat	2295	190	4	5b3c0ea0
214	b4f486	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_100\119_region_s.dat	2295	132	4	22f9b33e
215	b64e78	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞3\v_103\101_region_s.dat	2100	168	4	7a4b8443
216	b7706b	2010-5-19 10:1:42	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_114\118_region_s.dat	2100	38	4	91a3532c
217	b7dc43	2006-12-9 20:4:38	\maps\中原南区\武当派\火狼洞迷宫\v_100\099_region_s.dat	2100	209	4	9a101148
218	b8c08a	2006-12-9 20:4:23	\maps\中原北区\少林派\木人巷\v_105\100_region_s.dat	2173	197	4	64cb091
219	baf7c8	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_082\113_region_s.dat	2100	30	4	9c16e8ea
220	bb75df	2011-6-1 10:38:11	\maps\特殊用地\yuegemigu\v_106\145_region_s.dat	2100	213	4	405f6c8b
221	bbc8aa	2006-12-9 20:4:43	\maps\中原南区\扬州\v_106\108_region_s.dat	2173	117	4	324a9bfa
222	bce3d8	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_144\207_region_s.dat	2100	132	4	8b3431ea
223	bcf8fd	2006-12-9 20:3:42	\maps\西北南区\华山派\华山派\v_094\083_region_s.dat	2100	205	4	485a1a96
224	bdcdef	2006-12-9 20:2:57	\maps\江南区\清溪洞迷宫\v_092\094_region_s.dat	2234	207	4	f33e66b4
225	c200fe	2006-12-9 20:4:42	\maps\中原南区\扬州\v_098\106_region_s.dat	2100	197	4	ae1c743b
226	c42e4d	2010-5-19 9:55:54	\maps\特殊用地\qichengdazhan\xiangyangzhanchang\v_111\107_region_s.dat	2100	74	4	e55e1a9e
227	c51711	2006-12-9 20:4:3	\maps\西南南区\点苍山\点苍山洞一层\v_093\095_region_s.dat	2100	130	4	1300fafc
228	c64be3	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\汴京\v_101\107_region_s.dat	2100	206	4	d2686cff
229	c6c8dc	2006-12-9 20:2:58	\maps\两湖区\神农架\山宝洞迷宫\v_095\111_region_s.dat	2173	255	4	bd9f42de
230	c6f47d	2006-12-9 20:3:9	\maps\特殊用地\梦境\v_099\110_region_s.dat	186	77	4	4cf7cb4c
231	c70bcb	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_105\108_region_s.dat	2100	258	4	3b3125a3
232	c72ccd	2006-12-9 20:2:56	\maps\东北区\漠北草原\v_092\099_region_s.dat	2100	116	4	6f23bd0a
233	c79ace	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_094\091_region_s.dat	2173	96	4	11ac8e8c
234	c79d7a	2006-12-9 20:3:47	\maps\西南北区\长江源头\长江源头\v_177\134_region_s.dat	2100	96	4	d89313be
235	c7db09	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_112\126_region_s.dat	2100	216	4	7c7b7576
236	c851f3	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教圣洞2\v_104\110_region_s.dat	2173	159	4	ea78a325
237	c88377	2010-12-27 17:20:39	\maps\特殊用地\jianzhong\v_120\121_region_s.dat	2100	61	4	3dcce00
238	cab12a	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_082\105_region_s.dat	2173	151	4	97354170
239	cad2dc	2006-12-9 20:4:4	\maps\西南南区\石鼓镇\v_106\112_region_s.dat	2356	150	4	bec3dd8a
240	cba779	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_094\093_region_s.dat	2100	36	4	51ed2a5d
241	cba8d9	2006-12-9 20:3:8	\maps\特殊用地\河滨战场\v_075\099_region_s.dat	2100	243	4	d26e53b3
242	cc1796	2006-12-9 20:4:22	\maps\中原北区\飞天洞迷宫\v_106\110_region_s.dat	2234	187	4	d30c3a18
243	cc59bd	2006-12-9 20:4:42	\maps\中原南区\扬州\v_098\094_region_s.dat	2100	127	4	9e793578
244	cc5db7	2008-7-3 12:22:14	\maps\特殊用地\金石山战场\v_122\116_region_s.dat	2100	127	4	c18daf73
245	cc65bf	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_100\092_region_s.dat	2417	160	4	82986b53
246	cc9701	2006-12-9 20:3:44	\maps\西北南区\秦陵\秦始皇陵地下一层\v_103\091_region_s.dat	2100	24	4	dcb605ff
247	cceb6f	2006-12-9 20:3:6	\maps\两湖区\武陵洞迷宫\v_100\114_region_s.dat	2100	144	4	f10a25aa
248	ce3172	2006-12-9 20:2:57	\maps\江南区\罗霄山\龙宫洞迷宫\v_096\098_region_s.dat	2100	100	4	e207a421
249	cf1f2f	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_091\112_region_s.dat	2173	212	4	987a845d
250	cf67bb	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_094\076_region_s.dat	2100	80	4	dd0fb383
251	cfb99c	2006-12-9 20:2:57	\maps\江南区\临安\御花园\v_101\098_region_s.dat	2100	148	4	dc1d69aa
252	cfbbc8	2011-7-12 17:0:12	\maps\特殊用地\jiuzhougu\v_101\104_region_s.dat	2100	164	4	b3145d9d
253	d0d259	2006-12-9 20:3:7	\maps\特殊用地\长歌门禁地\v_113\109_region_s.dat	2100	186	4	ed765a3d
254	d12c43	2006-12-9 20:4:31	\maps\中原北区\天忍教\天忍教室外\v_098\098_region_s.dat	2295	146	4	2647e06c
255	d15123	2006-12-9 20:2:57	\maps\江南区\罗霄山\孽龙洞迷宫\v_104\134_region_s.dat	2100	138	4	29a8f627
256	d17473	2009-1-26 0:30:21	\maps\特殊用地\chunfenggu\v_108\094_region_s.dat	2100	24	4	29f5669e
257	d1dd66	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_095\072_region_s.dat	2100	48	4	3d0bb6ff
258	d22ff8	2006-12-9 20:4:22	\maps\中原北区\伏牛山\伏牛山西\v_088\134_region_s.dat	2173	217	4	6b5551c
259	d367f9	2010-5-26 9:16:11	\maps\特殊用地\qichengdazhan\fengxiangzhanchang\v_116\106_region_s.dat	2100	29	4	1bd924c9
260	d411a0	2006-12-9 20:3:54	\maps\西南北区\唐门\唐门\v_151\264_region_s.dat	186	62	4	8edec624
261	d4c8a1	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_086\076_region_s.dat	2295	271	4	1341bafb
262	d658b5	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_095\098_region_s.dat	2173	157	4	ceb21f9a
263	d696f9	2011-11-9 15:4:34	\maps\特殊用地\tianxingu_gai\v_103\100_region_s.dat	2100	46	4	2bc27a4c
264	d81316	2006-12-9 20:3:28	\maps\特殊用地\新密林战场\v_091\124_region_s.dat	2100	75	4	5e5b60c3
265	d8d2bf	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_097\085_region_s.dat	2100	221	4	884c1fe0
266	d90615	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_087\094_region_s.dat	2100	173	4	43a9d119
267	d9bc27	2007-5-17 2:40:22	\maps\特殊用地\武林第一帮\v_081\118_region_s.dat	2100	28	4	3a42f71f
268	da1890	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\经皇洞迷宫\v_102\098_region_s.dat	2100	64	4	d1ec7253
269	db304e	2006-12-9 20:4:42	\maps\中原南区\演武场一\v_099\107_region_s.dat	2100	73	4	3f137bea
270	db30b8	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞2\v_103\112_region_s.dat	2173	203	4	21ac86a1
271	dc3f5d	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞2\v_096\103_region_s.dat	2100	31	4	1f257339
272	dc419c	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教室内3\v_097\104_region_s.dat	2100	140	4	ce0b2071
273	dd34cd	2006-12-9 20:3:29	\maps\西北北区\龙门镇\v_133\133_region_s.dat	2356	183	4	a17368fd
274	de0d68	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_099\079_region_s.dat	2100	138	4	aeb3e6a
275	de3ff4	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞1\v_101\092_region_s.dat	2100	116	4	7b5716d1
276	df974f	2006-12-9 20:4:3	\maps\西南南区\点苍山\土匪迷宫\v_096\116_region_s.dat	2351	298	4	3925832a
277	e14736	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_084\087_region_s.dat	2173	206	4	e8af848
278	e1e2e6	2011-6-1 10:38:22	\maps\特殊用地\yuegemigu\v_114\098_region_s.dat	2100	65	4	676f8c9d
279	e2658e	2006-12-9 20:3:39	\maps\西北南区\华山\华山\v_111\161_region_s.dat	2100	224	4	1fe44e9
280	e2dd40	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_099\130_region_s.dat	2100	129	4	248b34ed
281	e3dc06	2006-12-9 20:3:28	\maps\西北北区\黄河源头\黄河源头\v_100\091_region_s.dat	2100	87	4	41d1c89e
282	e49973	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_124\195_region_s.dat	2100	88	4	4ec4977e
283	e4f251	2006-12-9 20:3:8	\maps\特殊用地\剑门关\v_093\082_region_s.dat	2100	109	4	15a3b494
284	e5947e	2011-6-1 10:38:33	\maps\特殊用地\yuegemigu\v_120\131_region_s.dat	2100	33	4	c3d003b4
285	e64dd7	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_107\119_region_s.dat	2100	230	4	e070a896
286	e6f598	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_081\141_region_s.dat	2100	204	4	985ea6b0
287	e70e52	2006-12-9 20:3:44	\maps\西北南区\剑阁西北\经皇洞迷宫\v_110\101_region_s.dat	2173	207	4	6cbcbb56
288	e89814	2010-5-19 10:3:48	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_106\109_region_s.dat	2100	255	4	34c9082b
289	e8e1a9	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_077\114_region_s.dat	2100	180	4	b1c6f5a0
290	e92968	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_093\099_region_s.dat	2100	60	4	f39202bc
291	e9a0b2	2006-12-9 20:3:8	\maps\特殊用地\端午节地图\v_091\102_region_s.dat	2100	29	4	ef58f88d
292	e9c0f9	2006-12-9 20:3:37	\maps\西北北区\药王谷\药王洞三层\v_098\098_region_s.dat	2168	204	4	af807261
293	e9d9fc	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴剧情任务\百花谷\v_100\093_region_s.dat	2120	188	4	ba001726
294	eb1a55	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\剑阁西北\v_123\065_region_s.dat	2173	172	4	762b0bdd
295	eba2ee	2010-5-19 9:58:40	\maps\特殊用地\qichengdazhan\linanzhanchang\v_115\120_region_s.dat	2100	53	4	3a0c3a
296	ec8b8e	2011-6-1 10:38:49	\maps\特殊用地\yuegemigu\v_130\103_region_s.dat	2100	47	4	9e203202
297	ec9ae8	2006-12-9 20:3:54	\maps\西南北区\青城山\响水洞迷宫\v_108\122_region_s.dat	2173	194	4	9a98f6b0
298	ef30f2	2010-5-19 10:3:0	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_099\120_region_s.dat	2100	93	4	123d796a
299	ef89d7	2006-12-9 20:3:29	\maps\西北北区\龙门镇\v_133\110_region_s.dat	2356	239	4	c8627cb4
300	efbcaa	2006-12-9 20:3:8	\maps\特殊用地\剑门关\v_089\093_region_s.dat	2100	80	4	321d06e2
301	f0c44f	2006-12-9 20:4:20	\maps\中原北区\汴京\汴京\v_093\102_region_s.dat	2100	53	4	73af087c
302	f1670e	2006-12-9 20:3:28	\maps\西北北区\黄河源头\黄河源头\v_103\091_region_s.dat	2100	143	4	ca72e1a
303	f23141	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_091\103_region_s.dat	2100	48	4	f601c2dc
304	f28433	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_091\110_region_s.dat	2234	126	4	cbc2c720
305	f51c6f	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_085\115_region_s.dat	2100	208	4	b73bfdaa
306	f966bc	2006-12-9 20:4:27	\maps\中原北区\少林派\一百零八罗汉阵\v_103\100_region_s.dat	2234	236	4	9cf4832c
307	faead4	2006-12-9 20:4:4	\maps\西南南区\石鼓镇\v_108\116_region_s.dat	2234	98	4	a9a9d7e2
308	fb5458	2006-12-9 20:3:47	\maps\西北南区\永乐镇\v_113\108_region_s.dat	2100	195	4	46e1d244
309	fbb2a1	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_088\071_region_s.dat	2173	76	4	c4bb88e5
310	fbf672	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_097\113_region_s.dat	2100	141	4	11d3d50d
311	fca7b6	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_094\087_region_s.dat	2100	80	4	8611617e
312	fd3c05	2006-12-9 20:3:27	\maps\特殊用地\杀手的试炼\v_102\099_region_s.dat	2100	117	4	7d92e76a
313	fd8a9a	2006-12-9 20:3:8	\maps\特殊用地\河滨战场\v_082\092_region_s.dat	2100	80	4	aec1b552
314	fd9f73	2006-12-9 20:3:53	\maps\西南北区\青城山\青城山\v_116\107_region_s.dat	2173	180	4	7ef833a5
315	fdac67	2006-12-9 20:3:27	\maps\特殊用地\圣诞地图\v_096\086_region_s.dat	2100	227	4	50075f0a
316	ff733f	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞3\v_101\102_region_s.dat	2417	275	4	6814dc14
317	ffd040	2006-12-9 20:4:34	\maps\中原南区\丐帮\丐帮\v_113\094_region_s.dat	2100	87	4	32e2cf32
318	10144b1	2006-12-9 20:3:27	\maps\特殊用地\森林战场\v_098\097_region_s.dat	2100	159	4	de732711
319	1016b8b	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_086\104_region_s.dat	2100	56	4	e4a6bf68
320	1020b44	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\风之骑\v_097\092_region_s.dat	2100	226	4	99178863
321	102f499	2011-6-27 18:6:5	\maps\特殊用地\yandibaozangzhunbeiditu\v_120\135_region_s.dat	2100	123	4	5a1eef3a
322	1041a1d	2006-12-9 20:2:58	\maps\江南区\雁荡山\雁荡山\v_083\067_region_s.dat	2100	56	4	37967d02
323	104b248	2006-12-9 20:4:32	\maps\中原南区\稻香村\v_105\083_region_s.dat	2249	307	4	4195b50f
324	104c52b	2006-12-9 20:2:58	\maps\两湖区\神农架\山宝洞迷宫\v_096\113_region_s.dat	2100	95	4	bcd5336e
325	105e427	2006-12-9 20:3:36	\maps\西北北区\沙漠迷宫\沙漠山洞2\v_103\106_region_s.dat	2100	124	4	8f7809f6
326	1072f3e	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山\v_086\073_region_s.dat	2356	265	4	d4fe1445
327	1079c70	2006-12-9 20:3:5	\maps\两湖区\桃花源\v_103\109_region_s.dat	2100	154	4	3597b500
328	10aca5f	2006-12-9 20:3:49	\maps\西南北区\芙蓉洞迷宫\v_100\102_region_s.dat	2100	97	4	c5adef14
329	10ae32c	2006-12-9 20:3:57	\maps\西南北区\唐门\医药房.wor	327	234	4	efe188a8
330	10be811	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_078\089_region_s.dat	2100	220	4	cc9760e5
331	10c165b	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_097\088_region_s.dat	2100	241	4	c1fe14bd
332	10ce8ed	2006-12-9 20:3:7	\maps\特殊用地\帮会专用\成都\v_103\096_region_s.dat	2100	36	4	a0568625
333	10d7b88	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_107\092_region_s.dat	2100	128	4	1c3e649a
334	10fcc65	2011-6-1 10:38:34	\maps\特殊用地\yuegemigu\v_122\102_region_s.dat	2100	211	4	33df3bf1
335	1107907	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_077\099_region_s.dat	2100	127	4	670c2f5e
336	110b20a	2006-12-9 20:4:2	\maps\西南南区\点苍山\点苍山.wor	303	231	4	f91faec
337	111ebfe	2006-12-9 20:2:57	\maps\江南区\桃花岛\v_097\103_region_s.dat	2100	69	4	5c049882
338	112f6f8	2006-12-9 20:2:58	\maps\江南区\西山屿\v_092\091_region_s.dat	2100	72	4	be142c82
339	113ba98	2006-12-9 20:3:6	\maps\两湖区\武陵洞迷宫\v_096\114_region_s.dat	2100	55	4	7fc5e105
340	11534ac	2006-12-9 20:3:27	\maps\特殊用地\卫国战争\烽火连城新地图\v_088\142_region_s.dat	2100	59	4	674b617e
341	11673df	2006-12-9 20:3:14	\maps\特殊用地\任务用地\信使任务\风之骑\v_085\086_region_s.dat	2100	204	4	e84c4403
342	11803be	2010-5-19 10:1:23	\maps\特殊用地\qichengdazhan\bianjingzhanchang\v_111\126_region_s.dat	2100	135	4	92145681
343	11a2465	2006-12-9 20:3:43	\maps\西北南区\剑阁西北\剑阁西北\v_120\059_region_s.dat	2295	119	4	c26d68f3
344	11a8e59	2011-8-19 10:42:15	\maps\特殊用地\yuegedao\v_095\097_region_s.dat	2100	212	4	f18562e9
345	11d4163	2006-12-9 20:2:57	\maps\江南区\五毒教\五毒\v_080\093_region_s.dat	2100	208	4	594c9b21
346	11d8ad0	2006-12-9 20:3:44	\maps\西北南区\剑阁西北\锁云洞迷宫\v_096\097_region_s.dat	2234	155	4	e2114c37
347	11ddd05	2006-12-9 20:2:57	\maps\江南区\五毒教\入门迷宫\v_083\098_region_s.dat	2100	51	4	c67782ab
348	11e41b6	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_048\015_region_s.dat	2100	47	4	2f235487
349	11f9077	2006-12-9 20:2:49	\maps\东北区\长白山\长白山北麓\v_111\117_region_s.dat	2173	65	4	38b7926e
350	11f9ffc	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_091\099_region_s.dat	2234	176	4	874edaff
351	12043d0	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_110\114_region_s.dat	2100	174	4	2caf2fca
352	120bcf4	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_074\077_region_s.dat	2356	159	4	391692c1
353	120e607	2006-12-9 20:2:57	\maps\江南区\龙泉\v_092\089_region_s.dat	2100	194	4	90da94f4
354	12175cf	2006-12-9 20:4:36	\maps\中原南区\蜀冈山\荐菊洞密宫\v_103\100_region_s.dat	2234	228	4	f3586328
355	121d99c	2006-12-9 20:4:21	\maps\中原北区\汴京\汴京\v_100\081_region_s.dat	2100	37	4	9c74aca1
356	124c482	2011-6-27 18:4:43	\maps\特殊用地\yandibaozangzhunbeiditu\v_100\109_region_s.dat	2100	98	4	e19d9875
357	1252005	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_166\170_region_s.dat	2100	78	4	6d20fa7e
358	1276239	2010-5-19 9:58:30	\maps\特殊用地\qichengdazhan\linanzhanchang\v_114\105_region_s.dat	2100	38	4	3487861e
359	127cf2a	2008-8-5 10:10:38	\maps\特殊用地\箭塔战场\119_114\planehorbelowver_obstacle.ini	509	364	4	44ccf7c1
360	12876fa	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\千宝库\v_096\095_region_s.dat	2100	208	4	5b259918
361	1294013	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_022\032_region_s.dat	2173	167	4	fed0e4b9
362	12abe08	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_091\074_region_s.dat	2100	42	4	173a44fb
363	12b79f7	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_114\209_region_s.dat	2100	138	4	e60d66ea
364	12bf123	2006-12-9 20:3:6	\maps\两湖区\天王帮\青螺岛\v_093\104_region_s.dat	2100	40	4	b2f4f546
365	12c0fad	2006-12-9 20:3:48	\maps\西南北区\峨嵋派\峨嵋派\v_164\124_region_s.dat	2235	287	4	d4afae1a
366	12c5b38	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\千宝库\v_098\078_region_s.dat	2100	169	4	554b3bd2
367	12d00a0	2006-12-9 20:3:6	\maps\两湖区\天王帮\天王岛山洞\v_098\097_region_s.dat	2100	201	4	f13a5032
368	12e7d97	2006-12-9 20:3:48	\maps\西南北区\成都\成都\v_155\201_region_s.dat	2100	154	4	5c9f7bfd
369	12f0684	2006-12-9 20:4:37	\maps\中原南区\蜀冈山\蜀冈山\v_094\109_region_s.dat	2295	152	4	66533a8d
370	131a3e7	2006-12-9 20:4:23	\maps\中原北区\伏牛山\伏牛山西\v_102\109_region_s.dat	2100	181	4	2cf289b5
371	132deb1	2006-12-9 20:3:46	\maps\西北南区\永乐镇\v_091\117_region_s.dat	2100	203	4	b4e4f134
372	132f1e1	2006-12-9 20:3:7	\maps\特殊用地\城镇战场\v_117\123_region_s.dat	2100	254	4	59b9b80
373	134ab20	2006-12-9 20:3:6	\maps\两湖区\武陵山\武陵\v_101\099_region_s.dat	2100	158	4	650d985b
374	1356e49	2006-12-9 20:3:35	\maps\西北北区\莫高窟\v_108\115_region_s.dat	2128	164	4	456583e0
375	13665d2	2008-7-3 12:21:50	\maps\特殊用地\金石山战场\v_107\138_region_s.dat	2100	180	4	2b0ffb6e
376	138baeb	2010-5-19 10:3:43	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_105\118_region_s.dat	2100	37	4	4c455dde
377	13ad1b8	2008-9-28 0:32:54	\maps\特殊用地\古城战场\v_104\125_region_s.dat	2100	178	4	6a327810
378	13bc59d	2006-12-9 20:4:23	\maps\中原北区\少林派\木人巷\v_104\099_region_s.dat	2356	230	4	ceb88f54
379	13c3e60	2006-12-9 20:3:27	\maps\特殊用地\山谷战场\v_081\080_region_s.dat	2100	111	4	595e3995
380	13cf927	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_083\100_region_s.dat	2100	198	4	cb140167
381	13d8afb	2006-12-9 20:4:28	\maps\中原北区\宋金战场\v_129\086_region_s.dat	2100	155	4	e3c5e161
382	13f0b4d	2006-12-9 20:4:36	\maps\中原南区\丐帮\丐帮\v_118\095_region_s.dat	2100	28	4	421782b4
383	13fb2a7	2006-12-9 20:2:56	\maps\东北区\长白山\长白山脚\v_075\089_region_s.dat	2295	112	4	52ffaf6
384	141a7b3	2006-12-9 20:2:57	\maps\江南区\武夷山\武夷山\v_103\086_region_s.dat	2100	95	4	586acb63
385	142314d	2006-12-9 20:3:52	\maps\西南北区\江津村\v_196\232_region_s.dat	2295	144	4	4da4c815
386	142e80e	2006-12-9 20:4:29	\maps\中原北区\天忍教\天忍教室内右2\v_098\098_region_s.dat	2173	185	4	ea0ec957
387	1436384	2006-12-9 20:4:24	\maps\中原北区\少林派\少林派\v_081\083_region_s.dat	2100	111	4	123200e8
388	143d80f	2010-11-29 9:49:29	\maps\特殊用地\tianchimijing2\v_100\102_region_s.dat	2100	77	4	fd35416f
389	145b882	2006-12-9 20:3:29	\maps\西北北区\龙门镇\v_132\134_region_s.dat	2100	206	4	cb4f3098
390	145e915	2010-5-19 10:3:48	\maps\特殊用地\qichengdazhan\yangzhouzhanchang\v_106\110_region_s.dat	2100	192	4	6fa0174e
391	1466517	2010-5-19 9:58:47	\maps\特殊用地\qichengdazhan\linanzhanchang\v_116\116_region_s.dat	2100	60	4	f2acc1ba
392	14694ee	2006-12-9 20:3:8	\maps\特殊用地\界桥战场\v_095\085_region_s.dat	2100	48	4	5a6258eb
393	1482854	2006-12-9 20:2:57	\maps\江南区\临安\临安\v_103\078_region_s.dat	2100	86	4	8b62c7eb
394	148ead1	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞三层\v_099\111_region_s.dat	2100	33	4	7d24c1ce
395	14a10dd	2006-12-9 20:3:57	\maps\西南南区\翠烟门\翠烟\v_045\010_region_s.dat	2100	156	4	e98c9c0a
396	14a1bc8	2006-12-9 20:3:47	\maps\西南北区\成都\成都\v_148\176_region_s.dat	2100	150	4	6d324f27
397	14a3dc8	2006-12-9 20:3:59	\maps\西南南区\翠烟门\禁地迷宫\v_099\099_region_s.dat	2295	248	4	6c19d124
398	14a53aa	2006-12-9 20:3:49	\maps\西南北区\剑阁西南\v_112\212_region_s.dat	2173	172	4	95d70e4b
399	14ad44a	2006-12-9 20:4:22	\maps\中原北区\风陵渡\v_085\089_region_s.dat	2234	95	4	93c92876
400	14cf36c	2006-12-9 20:3:29	\maps\西北北区\昆仑派\冰穴迷宫\v_107\106_region_s.dat	2100	88	4	b32af70
401	14e48d5	2006-12-9 20:3:28	\maps\西北北区\黄河源头\留仙洞三层\v_101\099_region_s.dat	2100	45	4	ab01f573
402	14e8a6d	2006-12-9 20:2:56	\maps\东北区\长白山\长白山南\v_075\097_region_s.dat	2356	140	4	c1c4945a
403	14ead4f	2006-12-9 20:3:27	\maps\特殊用地\森林战场\v_094\078_region_s.dat	2100	102	4	1c9984d9
404	14fed84	2006-12-9 20:3:26	\maps\特殊用地\任务用地\信使任务\山神庙\v_093\083_region_s.dat	2100	157	4	ab7ec219
405	1521499	2006-12-9 20:3:50	\maps\西南北区\剑阁西南.wor	292	207	4	c4b406ce
406	1522791	2006-12-9 20:3:9	\maps\特殊用地\任务用地\同伴教育任务\云中道\v_099\113_region_s.dat	2100	200	4	ca42c53f
407	1529c6d	2006-12-9 20:3:12	\maps\特殊用地\任务用地\信使任务\风之骑\v_078\096_region_s.dat	2100	86	4	90e10749
408	1554afa	2006-12-9 20:3:38	\maps\西北南区\冰河洞迷宫\v_109\118_region_s.dat	2100	70	4	57759354
409	156c1ad	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_112\118_region_s.dat	2100	261	4	20ca4ace
410	156db2c	2006-12-9 20:3:28	\maps\特殊用地\营寨战场\v_087\075_region_s.dat	2100	61	4	39a61bba
411	157efae	2008-7-3 12:22:0	\maps\特殊用地\金石山战场\v_114\125_region_s.dat	2100	175	4	f4565cc8
412	157fc4d	2006-12-9 20:2:59	\maps\两湖区\神农架\神农架\v_109\115_region_s.dat	2100	127	4	d2481841
413	15905cd	2006-12-9 20:2:56	\maps\江南区\临安\临安\v_091\097_region_s.dat	2215	185	4	e389f08a
414	159a6de	2006-12-9 20:3:8	\maps\特殊用地\联赛比赛用地\v_112\116_region_s.dat	2100	258	4	d0e400e2
